,Review Text,Label,Bert,LR
684,Received this product with a gaping hole in it. very disappointed in the quality and the quality control at the warehouse,0,0,0
685,"These jeans are adorable! i'm so sad they didn't fit. my legs are bigger than the rest of my body, but i usually have good luck with wide leg pants. if you are looking for wide legs, these are not the jeans for you!",0,0,0
686,"Coh emerson style jeans are the best fit and style. the ""pacifica"" color is a light blue and nice for spring and summer. i love the slim boyfriend. i have thighs and they fit like a skinny without being super tight. there is just enough stretch. no holes either. they are easy to dress up or down and have become my new favorites.",1,1,1
687,"After reading the previous review, i was pretty confident in ordering this dress. it arrived in the mail today, and i was so disappointed. first of all, it's huge. the medium was way too big on me, and i'm never a small at retailer! (i even considered ordering the large in this - my normal size at retailer.) second, the colors are not as vibrant as in the photo, and the fabric felt cheap. finally, it just looked like i went to hawaii and bought a drab dress there that didn't fit right.",0,0,0
688,"The dress is absolutely beautiful in person. the blue stripes are a bit brighter and the print on top is more muted. it's unique and sure to turn heads. being 5'2"" i tried on the small petite. this size is usually perfect (lengthwise) for me. however this dress was about 2"" too long. another complaint is the style of the top half. the model in the picture seems to be hiding the puffiness of the top half. the top half puffs out and made me appear much wider than i am. not a good look on anyone.",0,0,0
689,I wanted to love this shirt. the fit was a little off and i wish it had come in a little at the waist to be more figure flattering before it flared out. the fabric is nice but wrinkles easily and in the white is see through.. sadly i will be returning.,0,0,1
690,This top is both cute and flattering. it is also soft and the colors are gorgeous. i highly recommend,1,1,1
691,I was so excited to receive this sweater in the mail since my local store didn't carry it. it is a very cute design if you have a smaller frame but i'm curly up top and it didn't lay they way it did on the model. there's plenty of stretch. unfortunately the fabric sheds and itches terribly. you could wear a shirt underneath but i'd have to wear a turtleneck so it'll be going back.,1,0,0
692,"I really wanted to love this sweater however it fell much shorter on my 5'10"" frame than it falls on the model, between my belly button and hip, and the sleeves ended just below my elbow and were much more voluminous than they appear in the product shot. i do have long monkey arms though, so on someone more petite it would probably fit more like the model shot.
the quality of the knit seems nice, however the zipper used is very slim and light weight and got stuck twice just while i was trying i",0,0,0
693,"I was really looking forward to receiving this blouse in the mail. the color was beautiful in person and the photo does not show the nice beading around the neck. that being said, i was so disappointed in the fit. i ordered a size 00 and the arm length was way too long yet the body of the shirt was way too cropped. cropped enough where you could see skin on the sides. made no sense! hoping to order a few more sizes to see if i can find the right fit. order up for length, down for arm length ...",0,0,0
694,This shirt is amazing. the pictures on the model do not do the shirt justice! the shirt is a bit longer in person than shown on the model. the colors are also more vibrant. the material is so soft and has great flow. i am excited to dress it up for work with a pencil skirt and have the option to wear with skinnies and a cute sandal on my off days.,1,1,1
695,The fabric felt cheap and i didn't find it to be a flattering top. for reference i am wearing a medium in the photos and my measurements are 38-30-40.,0,0,0
696,"This dress is stunning in person, though the pictures do it no justice. it was overall a very clingy fit. i'm 5'3 with long legs and it was too short for me so i did not purchase, but would recommend it for those with short legs.",1,0,1
697,"This dress is super sweet, but also unique with the reversed fabric on the skirt. it is true to size, unlike a lot of retailer clothes that seem to be boxy/run big. the fabric bunches a little bit at the waist though -- that's my only complaint.",1,1,1
698,"I wore this for the first time today and got so many compliments! i'm a personal stylist and went to an event for the company i work for..which means i was in a room filled with stylish people, and i got nothing but compliments about my top. it is so comfy and i did worry at first about the beading and if it was too fragile, but it was fine. i sized down for this top but can't wait to wear it all fall and winter!",1,1,1
699,I am a pretty curvy girl and thought the m/l was gigantic. i returned and was afraid to exchange for the smaller size thinking it would pbly be very large as well. it was not flattering because it was so boxy.,0,0,0
700,"These are the most flattering pair of white jeans i have ever found!! people stop me when i wear them and ask me where i purchased them and the name of the brand! flattering, comfortable and perfect for a casual weekend or going out! highly recommend!",1,1,1
701,"Cute but not sure it's worth the price point. i might reach for it in sale, and while it was cute on, i just don't spend that much on a daytime casual dress. i'm sure you could dress it up with heels or something but there's something about this dress that screams casual daytime. still very pretty and flattering! i loved the neckline and detailing there",1,1,1
702,"I have broader shoulders and thick arms, this dress does an amazing job slimming my arms and not making me appear top heavy!
i'm 5'4 125 lbs, the xs fit perfectly",1,1,1
703,"This is really my favorite top! i wear it all the time, like every day. it's so soft, a beautiful rich color (blue), has nice detailing, and so flattering on a hot momma like me who still has a little tummy from my three lovely children. snuck it in to my dressy office on a friday as well - with a conservative skirt and high heels. only downside is the lack of other nice colors. the stripe isn't cutting it. got my regular xs and it fits perfectly.",1,1,1
704,The length in the front is too short and the bottom flares a lot which is really unflattering. i love the top half of the shirt but the bottom half should be more form fitting.,0,0,0
705,These are very comfy and can be worn casual or dressed up. love the pom poms.,1,1,1
706,"This shirt runs large, so order down a size. it is comfortable, cute and great for transitioning from summer into fall. adding jewelry really dresses this top up. can't wait to layer it with kimono, vest, pashminas or wraps. great with sandals or boots. glad i bought both colors. it looks much better on, than in the photo/on hanger. great purchase and can't wait to wear!",1,1,1
707,The adjustable tie is really nice and adds a nice style twist to a black suit.,1,1,1
708,This is a super cute dress which is quite flattering. it is made with a higher waist and a bit of a fit and flare. the only complaint is the side zipper which seems to get caught and not move easily.,1,1,1
709,"Okay i'm short, so this tent dress is seriously huge on me and not flattering. the fabric is so pretty, but this dress must be for a tall girl. no shape at all!",1,0,0
710,"The quality and fabric of this dress are lovely, but unfortunately i found it to be very unflattering and shapeless. it fit me like a sack, i ordered the m and i suppose i should've sized down, but even in the s i'm afraid this would be far too large. for reference, i am 5'7 and 135 lbs. i have a curvy build so this shape dress just wasn't right on me. i imagine it will look cute on more of a boyish figure. returned.",0,0,0
711,"I wore this dress to a couple different summer parties already, and i love it! it looks better belted on my curvy frame. i really like that the straps are adjustable and the versatility of this dress! 
perfect lightweight material in this summer heat. 
i'm not sure why reviews say its sheer- its not sheer at all! the fabric isn't hugging your body at all and you just need nude colored undergarments.",1,1,1
712,This shirt runs very large. i will be returning for a smaller size.,0,0,0
713,"As others have said, this is cropped, so will look funny with most pants that aren't high waisted. i'm going to try it with a few dresses before i return it. the lining is adorable, so i don't want to have to send it back.",0,0,0
714,"I ordered these along with the regular ag stevie jeans and there is a definite difference in fabiric and cut. i liked the darker fabric but it was thinner and stretchier that the more ""denim"" version. the cut was also looser in the thigh and seat area which made for a looser, less flattering fit. returned it and kept the regular ag stevie.",0,1,0
715,"This cardigan is oh, so pretty! it does have a cropped length; it fall exactly at my waist.",1,1,1
716,Beautiful skirt but runs small. not for eveyone- this is for those with flat stomachs. i had to size up from a 6 to an 8 for my stomach to not stick out in this skirt and then it looked to wide on the bottom and lost the slick pencil look. if you are fit and firm this is a gorgeous skirt. it is lined and fabric somewhat heavy.,1,0,0
717,"I got the green motif color which is really multi color: blue, orange, purple, yellow, green and brown. the fabric is gauzy and sheer, nice and breezy for summer. there is a subtle stitching detail at the shoulders. i ordered my usual size, medium, and it fits well in the shoulders and arm holes, but it is extremely billowy in the body. i had to take it in a couple inches on each side to make it a little less full. it's still has some swing, but not quite as much as before.",1,1,1
718,First i ordered a m. i'm normally a 8-10. the m was too small so i returned and ordered a lg. the lg fits great but there is a huge area of distressing on the shoulder that will turn into a hole. i love this jacket but cannot keep it in its condition. hopefully i will make it to the store soon (there are none w/in an hour of me) and look before i buy.,1,1,1
719,Loved the look of this sweater online. was disappointed when i took it out of the package i was surprised at how stiff and itchy it was. i ordered my usual medium and though at first they shipped the wrong size it was small all over.  it felt cheep definelty not worth the high price. knew it was definitely going back,0,0,0
720,"I loved this top so much i bought it in both colors. size down because it run very large, but it is nice and flowy. i'm 5'11"" and slim and the top hung nicely on me.",1,1,1
721,"Love this! so colorful and cute! will look great with shorts this summer, and will keep me cool in the city in the summer heat. thanks retailer!",1,1,1
722,"This top was just not flattering. i'm 5'8"" and medium build, and the m was very bulky and the fabric didn't fall in the right places. made me look very round and i'm not, so it's definitely going back!",0,0,0
723,This is great soft sweater that is not to bulky looking.sometimes when you have a design like this it looks good off but when you put it on it makes you look like a stuffed marshmallow. this sweater's knit is thin enough that when you add the accents it looks less bulky. wore it with winter white pants and received many compliments.,1,1,0
724,This is a great blouse for all shapes!   you can wear it under a suit or with jeans!,1,1,1
725,I agree with the other reviewers - the fabric is beautiful - although i wish they would start making blouses again that didn't require you to wear a cami underneath because of sheerness. i mean for the price shouldn't it be lined or something. when did our expectations on fabric quality get so low. but i knew going in that it would be sheer so i can't really complain too much. plus they are so loosely sewn on that after 20 minutes and only half the buttons undone one fell off. i gave up at that,0,0,0
726,"Maybe i shouldn't have sized up to an xl but i'm not sure a smaller size would have solved the weird fit. the vee is quite low and i'm busty. it'll be really low if you're smaller on top. the fit from back to front where it ties looked horrible on me. not tight at all. it's almost balloon like around the hem and from the side view, i looked like a really wide green apple. i hate leaving a bad review because i know someone may love it but i wouldn't recommend it.",0,0,0
727,Does not look like the picture. lined with a cheap denim fabric inside that shows when arms are rolled up. i normally always fit in mediums and this jacket is so small in the arms as well as body that it fit like a xs.,0,0,0
728,"This dress had so much promise from the picture. i loved the midi length, color, and fascinating waist detail. i ordered online, so there was no way to try on before purchasing. the fit was disappointing. it fell in an unflattering manner at every point; a tad too low at the waist; a tad too long at the shin. just kind of saggy all around. bummed, but this is not to say it wouldn't fit someone with a different body shape better. the quality of fabric is nice, and the color is lovely.",1,1,0
729,This blouse is a disappointment . fabric is cheap looking and the cut is very off. just odd. sleeves awkward . the back of the white shirt on the on-line model is not the same as the white shirt i received. mine was plain in the back like the blue shirt on line even though my shirt was white. no ruffle. returned.,0,0,0
730,"I am 5'3"" and 115 lbs. i ordered 2 on a whim and i'm so happy i did because they're so flattering.",1,1,1
731,Length too long and waist to high. these are not sized for petites.,0,0,0
732,"I've been buying pilcro for years. they are good quality, comfortable and wear well. my only complaint is (and this a general complaint of all pants today) is that these are cropped. i have a 35"" inseam. these stop well above my ankle but i love the color and the general fit. i'm used to having most of my pants (even those labelled tall) be too short so i don't mind it too much. i feel as though it runs a little big due to how much stretching that happens as you wear them. it's pretty much a tra",1,1,1
733,"Flattering even for a 50+ year old body. the lavender is subtle and pretty (it's a blue-ish color) and the sweater skims the body nicely. i have a broad back and some delicate sweaters make me look unwieldy; this one is minimizing. sleeves are long, but not too much so. i usually wear an 8 and the m fits well.",1,1,1
734,"This sweater/jacket looks just like the photo in real life, but the inside is so scratchy. i physically recoiled when trying it on as the interior of the sleeves feels like sandpaper. unlined and uncomfortable. no thank you!

should you choose to proceed, i found the fit tts. i'm 5'8, wear an 8/10 and the medium worked for me.",0,0,0
735,"This dress in a lovely platinum is feminine and fits perfectly, easy to wear and comfy, too! highly recommend!",1,1,1
736,"I'm assuming the model showing the sweater is at least 5'9"", it is slightly cropped on her , but it certainly doesn't look super cropped. i'm 5'4"" and its super cropped on me. even with high waist jeans.
also, it is incredibly itchy. i even tried it with a cami under but the itchy wool came right through the cami.
too bad, its a cute design, just needs some tweaking.",0,0,0
737,"But runs large. i tried on the regular 0 in the store and it was very pretty but baggy. would definitely need a tank if i were to wear this to work. lace is romantic and i do like the button details. i would give it a try but for me i will take my chance and wait for sale if it makes it there in my sie. i need 00. petite already gone sadly. 

reference 115 lbs 30dd and 26.5 on waist.",1,1,1
738,"Love these! so comfortable, feels like wearing pajama leggings! they're stretchy but don't lose their shape, and the fabric is super soft!",1,1,1
739,"I love sundry clothing. this lightweight fleece is the perfect weight. it keeps you warm enough when it's cold, but not hot when it is milder. it's super soft with nice embroidery. size 1 is a great fit for my 5'1"" frame. wear it to hang at home or to go out.",1,1,1
740,Im so glad this shirt came to me just as pictured and described. color and fit was spot on! thank you!,1,1,1
741,"I am 135 and went with a size zero. it was very cute on but a little tight on my hips when sitting. the fabric is beautiful, and very soft and silky. the length was great, comes to just barely above my knees and is long in the back. great work outfit.",1,1,1
742,This is one of those dresses that looks so cute on the model but doesn't look anything like that in reality. it has no shape and it fits weirdly all over. i am normally a m and i ordered the s and it is massive.,0,0,0
743,"I would suggest trying this on in store. the xs would've worked (that's my normal size), but i ended up preferring the s. it does have low armholes. the s in the yellow was just right for me, but the s in the navy was too low in the armholes and the shirt was cut a little crooked. still, a very cute and classic top that i know i'll get a lot of use out of.",1,1,1
744,"This dress has pretty colors. the top fit well but the bottom looked like an upside down umbrella. it has enough material to make 2 skirts and the big pockets on the sides make the skirt stick out sideways. the photo of model is from side, not the front. very unflattering on me.",0,0,0
745,Really unattractive shirt. nothing good i can say about it. horrible fit. i can't imagine this would look good on anyone.,0,0,0
746,"I'm wearing lots of these long cardigans right now. this one is comfortable but holds up well. the blue color is a lovely wedgewood blue. the little tie detail on the back of the neck is cute, but doesn't get in the way. it's great for casual or casual work wear.",1,1,1
747,"This is a really unique and well made top. i saw it online and thought it would be boxy. but when i tried it on in my local retailer it fits perfectly and i love the shape. i bought the size small. i will say this is not a long shirt, skims just over the belt line so i will be careful when laundering. i will be getting a lot of wear out of this.",1,1,1
748,"I love bows,
this dress is very cute and flattering, while being comfortable. it may be sleeveless, but i think with the right boots and cardigan, it can be brought into fall easily. color is a nice green. i tried on both the 00p and 0p, and though i loved the fit of the 00p better (width), i preferred the length of the 0p - otherwise, not much difference there... i think it is well worth keeping it, even though i don't need yet another dress... material is pretty comfortable too. back is lower",1,1,1
749,I really love this sweater. i normally wear an 8 and bought a 12. even it is a little snug. but it really is very cute! can't wait to wear it with black leggings and boots.,1,1,1
750,"I'm 5'10"", 140lbs and this dress fits exactly like shown on the model. hits right above my knees in front and an inch or so below my knees in the back. i didn't find it to be too blousey at all. i'm more pear shaped so i like that this is flowey around my hips and bum. purchased a size 6 and it fits well over my chest and arms. if you're busty or have muscular arms i can see how this might feel more restrictive. great staple to my wardrobe!",1,1,1
751,"I ordered the dress on-line. this dress looked pretty, the material was soft and comfortable, the length was perfect, but the zipper was totally out of place. it bulged out in a weird way which made it look like the dress was torn. i had to return the dress. i normally don't see a problem at this level in retailer clothes.",0,0,0
752,"I was so excited to get this dress, and it was such a disappointment! it looks so cute on the model, but it was very different when i got it. the color is a lot more yellow than i thought it would be, and the pattern just looked a bit strange--it stood out more against the yellow instead of looking neutral. the dress fit really awkwardly on the top. the straps were way too long, and the chest area was practically baggy when i put it on. i normally wear a 4p, and i ordered down to a 2p. the waist",0,0,0
753,I am usually a size o and ordered and xs ...due to the band in the center (not much give) it was a little difficult to shimmy over my hips but the body fit perfectly when i got passed that part. that being said the cup design is a hot mess. i am a b/c cup size and the top on this could not handle it. i felt fully exposed. i thought maybe if i went a size up i could get a little more coverage. the body felt ok on the small but the cups were still just too small. i still felt to exposed. they are,0,0,0
754,"Do not waste your money on this.
at first, i bought pilcro hyphen chinos short and i loved it. so i bought this pants in store too. i laundry them yesterday and they both came out colorless. i was so shock. 
fyi, i did not use bleach or chrolox, i mean i don''t use them.i will return them both.
still mad. this is bad quality enough worth it.",0,0,0
755,"I love eva franco 
this is a very poor version ! bias seams are puckery... zipper is bubbled 
felt great looked like fun but too much if a mess to be fixed.",0,0,0
756,Way too long...the sizing is incredibly off on this product. order a size or two down.,0,0,0
757,"I love design of this top! it will look beautiful on many body types. the black material is thin, and for my personal level of comfort i will definitely wear a cami under. the details are gorgeous and the neutral colors easy to combine with casual or dressy bottoms. the top ran true to size for me.",1,1,1
758,I purchased the sand color (beige/) one size up from my usual xs to allow for extra room around the hips. the dress fit a little large so the extra room wasn't necessary. the fabric was much thinner than i expected for the price point. the dress was sheer and on my lighter skin tone looked more like a lab coat than a dress. this may be stunning on someone a bit taller. at 5'4 it just hung on my frame and didn't do much for me. the pockets are a nice touch but overall the cut was unflattering and,1,1,0
759,Crazy soft and comfy.  light weight so will be great for spring/ summer and layering.  so happy i bought it.,1,1,1
760,Beautiful dress but have to return. way too big & long for me. medium is the size i wear but i think i would need an extra small.,0,0,1
761,"I bought this dress because i love the cut-out shoulder look and had been wanting to find something with this trend that i'd feel comfortable wearing. the dress fits well and the shoulder cut-out gives it a trendy look. i love the classic navy color. i was originally hesitant to buy it because of the slub material - which i've always thought to be a cheaper, thin cotton. the slub is more substantial than other slub tops i've seen elsewhere, so i was happy about that. still, it is made with slub",1,1,1
762,"Just received these and they fit perfectly, but the panels are different shades of gray. the color is not consistent and it make them look bad. they are perfect otherwise, but sadly they are not wearable. i will be returning",0,0,0
763,"This dress is the perfect length and so comfortable! it's conservative enough to wear to work as a teacher but also so cute! i'm 5'6"" and the large hits right above my ankle. medium fit as well but i wanted a little extra room in the torso.",1,1,1
764,"As much as i buy from retailer, this is my first review. the pictures do not accurately show how large this dress is in person. i wanted something that was a bit flowy, but this was a reminder of little house on the prairie. the most unflattering dress ever and since it's only available online, i'm not interested enough to try a smaller size.",0,0,0
765,"With all the white dresses to choose from this year, this was the one i settled on. it is comfortable, the quality is good, especially in the edge detail, it's machine washable (which is a must for me and white), and it is easy to dress up or down. i am 5'7"", 125lbs and found my usual size small to fit tts - it is loose fit like the model shot. easy throw on and go dress with cute details to boot :)",1,1,1
766,"I had high hopes for this top but sadly it was not meant to be. it was tts (i'm 5""3 and usually wear a small). but the material was horribly scratchy. both the body of the top as well as the sleeves. and the design isn't all that flattering. it made me look really wide at the bottom and i definitely am not in real life!",0,0,0
767,"This dress has a charming ""carefree"" look that invites fall.",1,1,1
768,"Fell in love with this dress when i saw it online and ordered it right away. however i was sadly disappointed once it arrived. while the cut is cute, the fabric is just all wrong. i was expecting a nice, heavy knit-like material, but this feels and looks really cheap - especially given the price of the dress. sadly it is going back.",0,0,0
769,"Like some other reviewers, i, too, have to comment on the dress's fit. the dress doesn't fit right around the bust or the waist. as a seamstress myself, i know that the problem is that it doesn't have any darts in the bust, and thus the bust and the waist are just about the same size. this dress really just needed a few of these extra hidden details to fit right. while a belt helps, i don't think it helps enough to justify the price. it's too bad--i think the concept of it is cool, and i was rea",0,0,0
770,This one didn't work for me. ordered this and the riverdeck tee as similar vein. riverdeck was cute and flattering cut. this one was boxy on me and didn't work. a bit too wide so sending back.,0,0,0
771,"The fit of the top is true to size, but i really don't like the taupe terrycloth-like sweatshirt under the white lace. the white lace is bright white and seems very sturdy, but it makes the sweatshirt underneath look very dirty and very noticeably taupe. it is terrible paired together. i also didn't like the feel of the terrycloth-like fabric against my skin. even though this is a good quality piece with a lot of interesting detail, i'm absolutely sending it back.",0,0,0
772,"I agree with the previous reviewer that this shirt is way to sheer at least for me. if you don't mind wearing a cami under it or your bra and skin showing in the back especially, then it might be for you. i did not feel like it was very good quality either the print is really cute, but then it did not button all the way up and i like the option because i think they drape better when they have buttons to the top wether you choose to button up.",0,0,0
773,"Ordered this dress online, and i love it! i was looking for an understated but fun new years dress and this was exactly what i was looking for. the only minor qualm i had about the dress was that the velvet dots that hit where the seams met made the dress look puffier than it should some parts around the waist, but for the most part, the dress fit very well and was very flattering, may just need a little bit of ironing. i am 5'9 and usually am more conscious of how things fit around my hips, and",1,1,1
774,"Beautiful dress! it looks fresh, feminine and the quality of the fabric is very nice.",1,1,1
775,"I was surprised how soft and comfy the fabric is on this top. when i tried it on, i didn't want to take it off! it's a little bigger than i would like - i got a small, and am usually between xs and s. may have sized down if the top were available.but the fit and cut are flattering.",1,1,1
776,"I must be one of the rare people that this dress did not work for.  i adored it online and even on the hanger.  putting it on, it just looked frumpy on me (i tried my usual small first).  decided i must need a smaller size, so i sized down to an xs.  this one looked much better on, but was nearly impossible to get in and out of, the built in slip got twisted and i had to start over twice).  i decided i wasn't willing to work up a sweat getting dressed and undressed when i wore it.  i passed.",1,0,0
777,"I loved this top online and even more when i opened it up. however, the quality of the stitching is poor. where the seam comes together at the hip on both sides, the stitching is very loose and appears to be coming undone. i was bummed and am sending it back today.",0,0,0
778,I loke the idea of this jacket but it was executed poorly. it makes me look like a football player! i am 5'8 135/athletic build and i was swimming in the m. i tried a small on in store and it still looked like i was wearing shoulder pads. it hangs and gaps awkwardly. the sleeves are freakishly long and the overall length was too short.,0,0,0
779,So disappointed! beautiful dress in the photographs but the cut was incredibly strange. loose and baggy through the top and mid-section but tight around the buttock and thighs.,0,0,0
780,"This shirt arrived today, and i was surprised how short it is. not a tunic at all. i wonder if the lengths on these vary, and if i order it again, it would be a different length. i ordered my normal size, xs petite. i'm 5-2"", so this should have been a tunic on me. perhaps if i see this shirt in the store, i'll try on the regular length. i'm returning the petite!",1,0,1
781,"This skirt looks and feels cheap, and the color is much more green than pictured. additionally, i comfortably wore a size 4 and then lost a few pounds, and this is still way too tight to be flattering.",0,0,0
782,"This dress by dolan is my go to favorite for work. it gives a polished look with a pair of booties.i purchased it in an xs. i'm 5'1 and c-d cup. fit me perfectly. i can't wait to team it up with a sweater for chillier fall days. you will get a ton of compliments with this dress. love, love , love.",1,1,1
783,"This dress was adorable & fit great! regrettably, i had to return it since it wasn't lined.",0,0,0
784,"Woah, these jeans looked ridiculous on me. i felt as though it was 1987 and i was raiding my mom's closet. the combination of the light wash, the crop leg and high waist with the odd stitching around the midsection make this a no. it really accentuates any pouch you may have. i was looking for a high waisted denim but these are very unflattering. i am 5'3"" / 140 curvy. no, no, no!",0,0,0
785,"Similar to others here, these pants were ruined after one wash. the first pair i bought simply faded after one wash, which was okay, but the second pair got weird splotches on the backside. i'd rather not call attention to that particular area of my body;) could've been a great addition to my wardrobe if they were better quality.",0,0,0
786,I saw this top online and read the reviews so i passed when i went into the store. when i went in again i thought i would give it a try. so glad i did ! it fits great and is way way prettier in person ! i ended up buying it and so glad i did !,1,1,1
787,"I am very disappointed with this order. the shirt looks and feels cheap, is not flattering in any way. i am sending it back right away.",0,0,0
788,"I love the colors of this dress, and i waited for the sale since it isn't really good for work. i wear size 6 in hd all the time, but this one doesn't fit at all on the top. the bust is cut for someone really curvy, but the bottom is for someone really straight. i don't know what they were using for a model, but this has to be tried on before purchased. the material is also rough, and there is no lining to protect you from that. i love my hd dresses for style and functionality, but this one is j",0,0,0
789,"Gals, if you absolutely must have this top wait for it to go on sale (don't worry, it will). between the poor fit and the polyester, i have no good things to report about it. this is very much below retailer's usual quality and style.",0,0,0
790,"This top is very cute. the fit is great and the material is very comfortable. i am a 5'7, 135 lbs and wear a 36d and the medium fit great!",1,1,1
791,"Sadly, going back. ordered m, light color option, very difficult to pull over my head, not a good sign. got it on and neckline looked attractive (height w/o being a mock turtle), but whole thing a bit small around middle. could order the l, but i'm not liking the feeling of the fabric, it feels tight with restrictive and nonuniform stretch: 33 cotton/27 poly/27 acrylic and 95 rayon/5 spandex ""contrast"", which must mean the stripes. combine w/fact that the two wide stripes are right at my middle",0,0,0
792,"Ordered the grey colored capris & they fit great. i am 5'5 110lbs and the size 25 fits me comfortably. i've recently been making a transition into more comfortable, looser style pants instead of skin tight jeans. these are great. still figure flattering, but comfortable and well made. the detail on the button section is lovely also.",1,1,1
793,"I tried this on in the store as soon as i saw it because of it's ease, modern look, and my obsession with stripes and wrap skirts. i am between an 8 and 10 in retailer most of the time (although sizing has been quite erratic in the last couple of years), but picked up a 10 to ensure an easy fit. was so surprised to find you have to not only buckle (cute detail) but button and zip this ""easy"" skirt, and with all that there were also straps that buttoned that i believe are there to keep it from flyi",1,1,1
794,I love pajama pants by this company. i have a couple now and they are all so soft and lightweight.,1,1,1
795,"I tried this on in a medium in the store and it was too big overall. i thought it was a nice concept for a feminine, whimsical top so i ordered a small online. but even then a small is still too big (and i usually wear a medium or an 8 in tops). maybe if it was slimmer through the ribs/waist area it could work but it just ends up looking maternity-ish and too voluminous everywhere below the bust. the front was too short, as well (stopped higher than what is shown on the model and i'm assuming sh",0,0,0
796,"I read the previous reviews and ordered down a size knowing that the shirt runs big.   i really wanted to love the shirt however it was a tent. with all of the extra material in the back, it billowed out in all the wrong places. the material is comfy and it's a very cute concept, just didn't work for me.",0,0,0
797,"It is such a cute design and very soft and comfortable, but the picture for this product is very deceiving! it looks like the sweater is fairly long in the pictured product page, but it is considerably short. i am nearly six foot tall, but thought by this picture it would be lengthy, not at all!
it is a beautiful sweater, might work better for a shorter stature.",0,0,0
798,"I guess this is a true to size, i am usually a 30dd and ordered 32d, fits great. the back is really pretty, so even though it is a tiny bit looser, i decided to keep it...",1,1,1
799,This coat is gorgeous but it runs huge! i am typically a s so that is the size i purchased and it was swimming on me. i sadly had to return for an xs so fingers crossed it fits. the coral color is gorgeous and looks nice with my olive skin. very unique coat and as long as the xs fits i will be one happy lady.,1,1,1
800,"I love the fit of these pants -- they're the perfect slim black pants. however, i wore these pants exactly three times before the seams split the middle of the pant in not just one, but multiple places. disappointed by the workmanship/quality of the product, especially since the pants fit amazingly and don't sag like other slim fitting black pants tend to do. i hope retailer will take this into consideration and improve the quality of future iterations of this product.",0,0,0
801,"This skirt is very short. i ordered my usual xs petite and it was so short that the longest part ended above my ankle. that's quite off because i'm only 5 feet tall, and i wore it pretty low on the hips. it also flares out awkwardly below the knee. there are 2 vertical seems and they exacerbate the jagged appearance of the hem. i was drawn to the edgy style shown in the photo but in person it looks like my 5 year old cut up a skirt. plus, the fabric--while thick and beautiful and stretchy--has a",0,0,0
802,This tank is soft and flexible. great fit with wonderful material. very pleased.,1,1,1
803,"I love this dress. it's cool and comfortable in this crazy heat! the fabric has a great feel to it. i do wish it was just a little longer.. 

(i'm 5'8"", 145#, and bought a medium)",1,1,1
804,"I usually wear a size small in deletta. i am 5'5"" and 140 pounds. the small ran true to size for me. saying that i am a size 8 so usually everywhere else i can take small or medium, so i can see how reviewers say it runs big. love the ruffles on this tank. makes it a little more special. super comfy and easy to wear. will be great for hot summer days in florida!",1,1,1
805,"I read the online reviews and thought this dress would be a winner. it is tight in the chest (i am not busty) and i would have exchanged it for a larger size but i just didn't like the style. the material is beautiful but between the neutral colors and the style, i felt it was too ""little house on the prairie"". pretty but not the look i was going for.",1,0,0
806,"I've been looking for a black off-the-shoulder dress and found this baby in store today. for reference, i am 5'8"", 34b, 140-150 and took a small. this dress is a shift/swing style, so if you're looking for something fitted this isn't your dress. as another reviewer mentioned, ladies who are busty may not like this as the ruffle at the top could add unwanted volume. if you are extremely thin or petite, i might size down, but i like my clothing loose vs. fitted so i kept the small. the fabric is g",1,1,1
807,"I wore this dress for christmas and agree that it is beautiful (i received many compliments), while i agree that this sweater dress is beautiful, i'm a little worried about the quality. after just a day of wearing it, it seemed to have lost it's shape. the bottom hem of the dress looked stretched out and it sagged slightly all over. i'm 5'7"", 135lbs and my typical size is a m/4 and the dress fit perfectly initially, but not so much by christmas dinner. i'm not giving up on it because i was still",1,1,1
808,"I found this piece very boxy and not very feminine. i tried to make it work but i just wasn't feeling it the material is thin and the design is boring. unfort, it wasn't for me.",0,0,0
809,"Unfortunately, this dress did not work for me like the other reviews. i am 5'8, 130lbs, and the dress looked like a tent on me (size s). there was just way too much material at the bottom. also, while the dress is lined, both layers are quite thin- not see through, but i would not call them substantial either. for the cost of the dress and the material, it wasn't worth paying more to have it tailored to fit better.",0,0,0
810,"I really wanted to love this shirt. the fit was great, and the fabric just felt beautiful. luxurious, soft and flowing. but the collar was frayed... in addition, the little keyhole area fabric also had to be carefully handled to make it look smooth and not like bad workmanship. i put it aside to return it, then this morning went to have another look at it, wanting to talk myself back into it. but i can't overlook the fact i'd be ordering a new shirt that would look time-worn. it may be only this",0,0,0
811,"I was so excited to try these but was really disappointed in the fit. i found the legs and butt to be tight but the waist to be really big. if you are normally a size 24, i wouldn't bother with these.",0,0,0
812,"I love this unique piece. it is slightly over sized which is intended - cinches allow you to tighten the waist area/providing more definition. will look great with booties in the fall.. great boho dress.. the included slip runs small and short. however, if it's a piece you love, you could easily wear a different slip if you wanted something a little longer.",1,1,1
813,"I was hesitant to try this on because honestly, it looked so short. however, i just bought this at my retailer store and it is very flattering on! 1st of all, it runs big. my normal size (12) was way too big and i had to go down a size. i could have gone down 2 sizes but the length became problematic. in my regular size (that was too big), the skirt hit me a few inches above my knee. perfect! in the size smaller, it was a tad higher; wish it was the same longer length as the 12 but still acceptabl",1,1,1
814,This is a very comfortable top -versatile in that you can dress it up or down. i'm happy with it!,1,1,1
